"","...1","LLAVEVIV","HOGAR","H18A_ESTU","H18B_REFR","H18C_LAVA","H18D_MCOS","H18E_ABAN","H18F_AIRE","H18G_RADI","H18H_TRES","H18I_TCEL","H18J_TV","H18K_COMP","H18L_INTER","H18M_AUTO","V03_TENE","V11_SANIT","id_hogar","vivienda_propia","alcantarillado","casa_propiacon_alcantarillado"
"545",545,"0577272",1,1,1,0,0,1,0,0,0,1,0,0,0,0,3,3,545,1,0,0
"546",546,"0746091",1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,546,0,1,0
"547",547,"0383296",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,1,547,1,1,1
"548",548,"1354963",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,548,0,1,0
"549",549,"0014196",1,1,1,1,0,1,0,1,0,1,1,1,1,0,2,2,549,0,0,0
"550",550,"1414809",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,550,1,1,1
"551",551,"0106277",1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,3,551,1,0,0
"552",552,"1254475",1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,3,552,1,0,0
"553",553,"0866431",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,553,0,1,0
"554",554,"0605249",1,1,0,0,0,0,0,1,0,1,1,0,0,0,3,4,554,1,0,0
"555",555,"0560816",1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,2,555,1,0,0
"556",556,"0577637",1,1,1,1,0,1,0,0,0,0,0,0,0,0,4,3,556,0,0,0
"557",557,"1215001",1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,2,557,1,0,0
"558",558,"0139635",1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,558,0,1,0
"559",559,"1256452",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,559,1,0,0
"560",560,"0868498",1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,560,0,1,0
"561",561,"0576715",2,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,561,1,0,0
"562",562,"0399019",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,562,1,0,0
"563",563,"0113107",1,1,1,0,0,1,0,1,0,0,1,0,0,0,3,2,563,1,0,0
"564",564,"1243527",1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,564,0,1,0
"565",565,"1450221",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,565,1,0,0
"566",566,"1127247",1,1,1,1,0,1,0,1,0,1,1,0,1,1,3,1,566,1,1,1
"567",567,"0158987",1,1,1,0,0,1,0,1,0,1,1,0,1,0,3,1,567,1,1,1
"568",568,"0426284",1,1,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,568,0,0,0
"569",569,"0946828",2,1,1,1,0,1,0,1,0,1,1,1,0,0,3,2,569,1,0,0
"570",570,"0800464",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,570,1,0,0
"571",571,"1205006",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,571,1,0,0
"572",572,"1551921",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,572,0,1,0
"573",573,"0741867",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,573,0,1,0
"574",574,"1241605",1,1,1,1,0,1,0,0,0,1,0,0,0,0,2,2,574,0,0,0
"575",575,"1080718",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,1,575,1,1,1
"576",576,"1264706",1,1,0,0,1,0,0,0,0,0,0,0,1,0,3,4,576,1,0,0
"577",577,"1082426",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,577,1,1,1
"578",578,"1325447",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,578,1,0,0
"579",579,"0983824",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,2,579,0,0,0
"580",580,"0212176",1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,580,0,1,0
"581",581,"0094337",1,1,0,0,0,0,0,1,0,1,1,0,0,0,3,3,581,1,0,0
"582",582,"1379728",1,1,1,1,0,1,0,1,0,1,1,1,1,1,2,2,582,0,0,0
"583",583,"1404020",1,1,0,0,0,1,0,0,0,1,1,0,0,0,4,3,583,0,0,0
"584",584,"0303157",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,584,0,0,0
"585",585,"0717792",1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,585,0,1,0
"586",586,"0485409",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,586,1,1,1
"587",587,"0580763",1,1,1,1,0,1,0,1,0,0,1,0,0,0,3,2,587,1,0,0
"588",588,"1490517",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,588,1,1,1
"589",589,"1012318",1,1,1,1,0,1,0,1,0,1,1,1,0,0,3,2,589,1,0,0
"590",590,"0107313",1,1,1,1,0,1,0,0,0,0,1,1,0,0,3,2,590,1,0,0
"591",591,"1213535",1,1,1,1,0,1,0,0,0,1,0,0,1,0,2,1,591,0,1,0
"592",592,"1193106",1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,592,0,0,0
"593",593,"0466148",1,0,1,1,0,0,0,1,0,1,0,0,0,0,3,2,593,1,0,0
"594",594,"0557843",1,1,1,1,0,1,0,1,0,1,0,0,0,0,3,3,594,1,0,0
"595",595,"1007934",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,595,0,1,0
"596",596,"0731561",1,1,1,1,0,1,0,1,0,1,1,0,0,1,3,1,596,1,1,1
"597",597,"0334242",1,1,0,1,0,0,0,0,0,1,1,0,1,1,4,2,597,0,0,0
"598",598,"1332139",1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,598,1,0,0
"599",599,"0664927",1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,599,0,1,0
"600",600,"0461102",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,600,1,1,1
"601",601,"0630633",1,1,1,0,0,1,0,0,0,1,1,1,0,0,4,1,601,0,1,0
"602",602,"0387801",1,1,0,1,0,1,0,1,0,1,1,0,1,0,3,2,602,1,0,0
"603",603,"1549141",1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,603,0,0,0
"604",604,"0374003",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,604,0,0,0
"605",605,"0287632",1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,2,605,1,0,0
"606",606,"0568243",1,1,1,1,0,1,0,1,0,1,1,0,1,1,3,2,606,1,0,0
"607",607,"0915597",1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,607,0,1,0
"608",608,"0055101",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,608,1,0,0
"609",609,"1514755",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,609,1,0,0
"610",610,"0566970",1,1,1,1,0,1,1,0,0,1,0,1,1,0,3,2,610,1,0,0
"611",611,"1137261",1,1,1,0,0,1,0,0,0,1,1,0,1,0,2,2,611,0,0,0
"612",612,"0987386",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,612,0,1,0
"613",613,"1284634",1,1,0,0,0,0,0,0,0,1,0,1,0,0,3,3,613,1,0,0
"614",614,"1514534",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,3,614,1,0,0
"615",615,"1267087",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,615,1,0,0
"616",616,"1288152",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,616,1,0,0
"617",617,"1226351",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,617,0,1,0
"618",618,"0081526",1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,2,618,1,0,0
"619",619,"1069608",1,1,1,1,1,1,0,1,0,1,1,1,0,1,3,2,619,1,0,0
"620",620,"0470352",1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,2,620,0,0,0
"621",621,"1169726",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,621,1,0,0
"622",622,"0059481",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,622,0,0,0
"623",623,"0222812",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,2,623,1,0,0
"624",624,"1067841",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,624,1,0,0
"625",625,"1407166",1,1,1,1,0,1,0,0,0,0,1,0,0,0,3,2,625,1,0,0
"626",626,"0289563",1,1,1,1,1,1,0,0,0,1,1,1,0,0,3,2,626,1,0,0
"627",627,"0484922",1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,627,1,0,0
"628",628,"1277349",1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,628,1,0,0
"629",629,"1492845",1,1,1,1,0,1,0,1,0,1,1,0,0,1,3,2,629,1,0,0
"630",630,"0933761",1,1,1,1,1,1,0,1,1,1,1,0,1,0,4,2,630,0,0,0
"631",631,"0903369",1,1,1,1,0,1,1,1,0,1,1,1,1,0,2,2,631,0,0,0
"632",632,"1025439",1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,632,0,1,0
"633",633,"0252274",1,1,1,1,1,0,0,0,0,1,1,0,1,0,3,3,633,1,0,0
"634",634,"0800738",1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,2,634,1,0,0
"635",635,"1140275",1,1,1,1,1,1,0,1,0,1,1,0,1,0,3,1,635,1,1,1
"636",636,"1347555",1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,636,0,1,0
"637",637,"1423162",1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,637,0,1,0
"638",638,"0355555",1,1,1,1,0,1,0,0,0,1,0,0,1,0,3,2,638,1,0,0
"639",639,"0911079",1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,639,0,1,0
"640",640,"0409368",1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,2,640,1,0,0
"641",641,"1219761",1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,641,1,0,0
"642",642,"0921074",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,2,642,1,0,0
"643",643,"1376016",1,1,1,1,0,1,0,0,1,1,1,0,1,0,3,2,643,1,0,0
"644",644,"1400070",1,1,1,1,1,1,0,0,1,1,1,1,1,0,3,1,644,1,1,1
"645",645,"0605377",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,645,1,0,0
"646",646,"1116342",1,1,1,0,0,1,0,1,1,1,1,0,1,0,3,2,646,1,0,0
"647",647,"0464251",1,1,0,1,0,1,0,0,0,1,1,0,1,1,3,3,647,1,0,0
"648",648,"0430779",1,1,1,1,1,1,0,0,0,1,1,0,1,1,3,2,648,1,0,0
"649",649,"1080087",3,1,1,1,0,1,0,0,0,1,1,0,0,0,3,1,649,1,1,1
"650",650,"0994616",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,650,1,1,1
"651",651,"0764429",2,1,1,0,0,1,0,0,0,1,1,0,0,0,3,1,651,1,1,1
"652",652,"0733266",1,1,1,1,0,1,1,0,1,1,1,0,1,1,3,1,652,1,1,1
"653",653,"0827094",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,653,1,0,0
"654",654,"1088667",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,654,1,1,1
"655",655,"1092425",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,655,0,1,0
"656",656,"1023828",1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,656,0,1,0
"657",657,"0767073",1,1,0,1,0,1,0,1,0,1,1,0,0,1,3,1,657,1,1,1
"658",658,"0137830",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,658,1,0,0
"659",659,"0356265",1,1,1,1,0,1,1,0,0,1,1,0,1,0,4,2,659,0,0,0
"660",660,"0107422",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,660,1,0,0
"661",661,"0936672",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,661,1,0,0
"662",662,"0991269",1,1,1,1,0,1,1,1,0,1,1,0,1,0,2,2,662,0,0,0
"663",663,"0392507",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,663,1,0,0
"664",664,"1016962",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,2,664,1,0,0
"665",665,"1563738",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,665,0,1,0
"666",666,"0917926",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,666,0,1,0
"667",667,"0967262",1,1,1,0,0,0,0,0,0,1,1,0,0,0,3,1,667,1,1,1
"668",668,"1227453",1,1,1,0,0,1,0,0,0,1,1,0,0,1,3,2,668,1,0,0
"669",669,"1174527",1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,669,1,0,0
"670",670,"0856577",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,670,1,0,0
"671",671,"0924914",1,1,1,0,0,1,0,0,0,1,1,0,1,0,3,2,671,1,0,0
"672",672,"0709605",1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,672,0,1,0
"673",673,"1024479",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,673,0,1,0
"674",674,"1580025",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,674,0,1,0
"675",675,"0692452",1,1,1,1,0,1,1,0,0,1,1,1,1,1,2,1,675,0,1,0
"676",676,"0152796",1,1,0,0,0,0,0,1,0,1,1,0,0,0,3,3,676,1,0,0
"677",677,"0419872",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,677,1,0,0
"678",678,"0944579",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,678,0,1,0
"679",679,"0495744",1,1,0,1,0,1,0,1,0,1,1,0,1,0,3,1,679,1,1,1
"680",680,"1512480",1,1,1,1,0,1,1,0,0,1,0,0,1,1,2,2,680,0,0,0
"681",681,"0420974",1,1,1,1,1,1,1,1,0,1,1,0,1,1,3,2,681,1,0,0
"682",682,"0105155",1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,682,1,0,0
"683",683,"1494327",1,1,1,1,0,1,1,0,0,1,1,0,1,0,3,1,683,1,1,1
"684",684,"0207190",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,684,1,0,0
"685",685,"0055908",1,1,1,1,0,1,0,1,0,0,0,0,0,0,3,2,685,1,0,0
"686",686,"1449468",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,686,1,0,0
"687",687,"0628151",1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,687,0,1,0
"688",688,"1229001",1,1,1,1,1,1,0,1,0,1,1,0,1,1,3,2,688,1,0,0
"689",689,"1042656",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,689,1,1,1
"690",690,"1009274",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,690,0,1,0
"691",691,"0278479",1,1,1,1,0,0,0,0,0,1,1,0,0,0,3,2,691,1,0,0
"692",692,"1268434",1,1,1,0,0,0,0,1,0,0,1,0,0,0,3,3,692,1,0,0
"693",693,"1109930",1,1,1,1,0,1,0,0,0,1,1,0,0,1,3,1,693,1,1,1
"694",694,"1357316",1,1,1,1,0,1,1,0,0,1,1,1,1,1,2,1,694,0,1,0
"695",695,"0963030",1,1,1,0,0,1,0,0,0,1,1,0,1,0,3,2,695,1,0,0
"696",696,"0580310",1,1,1,1,1,1,0,1,0,1,1,0,0,0,3,3,696,1,0,0
"697",697,"0588443",1,1,0,0,0,1,0,0,0,1,1,0,1,0,6,3,697,0,0,0
"698",698,"0189162",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,1,698,1,1,1
"699",699,"0944132",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,699,0,1,0
"700",700,"1224935",1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,700,0,1,0
"701",701,"0597690",1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,701,1,0,0
"702",702,"1329227",1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,2,702,1,0,0
"703",703,"0393733",2,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,703,1,0,0
"704",704,"0178950",1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,2,704,1,0,0
"705",705,"0225433",1,1,1,1,0,1,1,0,0,1,1,0,1,1,2,1,705,0,1,0
"706",706,"1453346",1,1,1,1,0,1,0,1,1,1,1,0,1,0,3,2,706,1,0,0
"707",707,"0651172",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,707,1,1,1
"708",708,"0243573",1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,708,0,1,0
"709",709,"0048628",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,709,1,0,0
"710",710,"0166429",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,1,710,0,1,0
"711",711,"0321517",1,1,1,1,1,1,0,1,0,1,1,1,1,0,3,2,711,1,0,0
"712",712,"0578986",1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,2,712,1,0,0
"713",713,"0206313",1,1,1,1,0,1,0,1,0,1,1,0,0,1,3,1,713,1,1,1
"714",714,"1409913",1,1,1,0,0,1,0,1,1,1,1,0,0,0,3,2,714,1,0,0
"715",715,"0989794",1,1,1,0,0,1,0,0,0,1,1,0,1,1,3,2,715,1,0,0
"716",716,"0220872",1,1,1,1,1,1,0,1,0,1,1,0,1,0,3,2,716,1,0,0
"717",717,"0150601",1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,2,717,1,0,0
"718",718,"0523617",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,718,1,0,0
"719",719,"1049143",1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,719,0,1,0
"720",720,"0872590",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,720,0,1,0
"721",721,"0129662",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,721,1,0,0
"722",722,"1363294",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,722,1,1,1
"723",723,"1498532",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,723,0,1,0
"724",724,"0600424",2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,724,1,0,0
"725",725,"0985148",1,1,1,1,0,0,0,1,1,1,1,1,1,0,3,2,725,1,0,0
"726",726,"0156640",1,1,1,0,0,1,0,1,0,1,1,0,1,0,3,2,726,1,0,0
"727",727,"0933755",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,727,1,0,0
"728",728,"0959064",1,1,0,0,0,0,0,0,0,1,0,0,1,0,4,3,728,0,0,0
"729",729,"0043119",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,729,1,0,0
"730",730,"1066658",1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,730,1,1,1
"731",731,"0614558",1,1,1,1,0,1,1,0,0,1,1,0,0,0,3,1,731,1,1,1
"732",732,"0777917",1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,1,732,1,1,1
"733",733,"1109009",1,1,1,1,0,1,0,1,0,1,1,1,1,0,2,1,733,0,1,0
"734",734,"1219734",1,1,1,1,1,1,0,1,0,1,1,0,0,0,3,2,734,1,0,0
"735",735,"0430309",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,3,735,1,0,0
"736",736,"0549295",1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,2,736,0,0,0
"737",737,"0148382",1,1,0,0,0,0,0,0,0,1,1,0,1,0,3,3,737,1,0,0
"738",738,"0708879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,738,1,1,1
"739",739,"0952805",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,739,1,0,0
"740",740,"0140692",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,740,1,0,0
"741",741,"1032685",1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,741,0,1,0
"742",742,"1359139",1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,1,742,1,1,1
"743",743,"0373621",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,2,743,1,0,0
"744",744,"0298638",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,744,1,0,0
"745",745,"0587201",1,1,1,1,1,1,0,0,0,1,1,1,1,1,3,2,745,1,0,0
"746",746,"1107522",1,1,1,1,0,0,0,1,0,1,1,0,1,0,3,1,746,1,1,1
"747",747,"1337505",1,1,0,1,0,1,0,1,0,0,0,0,0,0,3,4,747,1,0,0
"748",748,"0417997",1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,748,0,0,0
"749",749,"1486046",1,1,1,1,0,1,0,1,0,1,1,0,1,1,2,1,749,0,1,0
"750",750,"0804566",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,750,0,0,0
"751",751,"0990543",1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,2,751,1,0,0
"752",752,"1185909",1,1,1,1,1,1,0,1,0,1,0,0,0,0,3,3,752,1,0,0
"753",753,"1572684",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,753,1,1,1
"754",754,"1530547",2,1,1,1,0,1,1,0,0,1,1,1,1,0,3,2,754,1,0,0
"755",755,"1351141",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,755,0,1,0
"756",756,"0295818",1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,756,0,1,0
"757",757,"1296904",1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,757,1,0,0
"758",758,"1358216",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,758,1,0,0
"759",759,"0997588",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,2,759,1,0,0
"760",760,"1555386",1,1,1,1,0,1,0,0,0,1,0,1,1,1,2,2,760,0,0,0
"761",761,"1454235",1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,2,761,0,0,0
"762",762,"1043043",1,1,1,1,0,1,0,0,0,1,1,0,1,1,2,1,762,0,1,0
"763",763,"0256316",1,1,1,1,0,1,1,0,0,1,1,0,1,0,3,2,763,1,0,0
"764",764,"1370017",1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,764,0,1,0
"765",765,"1569119",1,1,1,1,0,1,0,1,0,1,0,0,0,0,3,3,765,1,0,0
"766",766,"1044388",1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,766,0,1,0
"767",767,"0111563",1,1,1,1,0,1,0,1,1,0,1,0,0,0,3,2,767,1,0,0
"768",768,"1090512",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,1,768,1,1,1
"769",769,"0485837",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,769,0,1,0
"770",770,"0891700",1,1,0,1,0,1,0,0,0,1,1,0,1,0,3,1,770,1,1,1
"771",771,"1559124",1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,771,0,1,0
"772",772,"0890770",1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,772,1,1,1
"773",773,"1145129",1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,773,0,1,0
"774",774,"0729626",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,774,1,1,1
"775",775,"1026167",1,1,0,1,0,1,0,0,0,1,1,1,1,0,3,2,775,1,0,0
"776",776,"0444851",1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,2,776,0,0,0
"777",777,"0589774",1,1,0,0,0,0,0,1,0,1,0,0,0,0,4,1,777,0,1,0
"778",778,"1567244",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,778,0,1,0
"779",779,"0554461",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,1,779,1,1,1
"780",780,"0460467",1,1,0,0,1,0,0,0,0,1,0,0,0,0,3,4,780,1,0,0
"781",781,"0841694",1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,781,1,0,0
"782",782,"1240207",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,782,0,0,0
"783",783,"0224995",1,1,1,1,1,1,1,0,0,1,1,0,1,1,3,1,783,1,1,1
"784",784,"1498830",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,784,0,1,0
"785",785,"0362757",1,1,1,1,0,1,0,0,1,1,1,0,1,0,2,2,785,0,0,0
"786",786,"0977606",1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,1,786,1,1,1
"787",787,"0341644",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,787,0,0,0
"788",788,"1545845",1,1,1,1,1,0,1,0,0,1,1,0,1,1,3,2,788,1,0,0
"789",789,"1377534",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,2,789,1,0,0
"790",790,"0787861",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,1,790,1,1,1
"791",791,"0400369",1,1,1,0,0,1,0,1,0,1,1,0,1,0,3,3,791,1,0,0
"792",792,"1349198",1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,1,792,1,1,1
"793",793,"0683810",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,793,0,1,0
"794",794,"1356791",1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,794,0,1,0
"795",795,"0889455",1,1,1,0,0,0,0,1,0,1,1,0,1,0,2,1,795,0,1,0
"796",796,"0959311",1,1,1,1,0,0,0,1,0,1,1,0,0,0,3,2,796,1,0,0
"797",797,"0785474",1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,797,0,1,0
"798",798,"1563480",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,798,0,0,0
"799",799,"0211560",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,2,799,1,0,0
"800",800,"0090423",1,1,1,1,1,1,0,0,0,1,1,1,1,1,3,2,800,1,0,0
"801",801,"1327465",1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,2,801,1,0,0
"802",802,"0265382",1,1,1,1,1,1,0,1,0,1,1,0,1,0,3,2,802,1,0,0
"803",803,"1080877",1,1,1,0,0,1,1,0,0,1,0,0,0,0,3,1,803,1,1,1
"804",804,"0849046",2,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,804,1,0,0
"805",805,"0182416",1,1,1,1,0,1,1,1,1,1,1,0,1,0,3,1,805,1,1,1
"806",806,"1327827",1,1,1,1,0,1,0,0,0,1,0,0,1,0,3,4,806,1,0,0
"807",807,"0570070",1,1,1,1,0,1,0,1,0,1,1,0,1,1,3,3,807,1,0,0
"808",808,"0159071",1,1,1,1,0,1,1,0,0,1,1,0,1,0,3,1,808,1,1,1
"809",809,"0916368",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,809,1,1,1
"810",810,"0328349",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,810,1,0,0
"811",811,"0100425",2,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,811,1,0,0
"812",812,"0967626",1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,812,1,0,0
"813",813,"0858708",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,813,0,1,0
"814",814,"1039841",1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,814,0,1,0
"815",815,"0177393",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,815,0,1,0
"816",816,"0439246",1,1,0,1,0,1,0,1,0,1,1,1,1,0,3,3,816,1,0,0
"817",817,"1487938",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,2,817,1,0,0
"818",818,"0060178",1,1,1,0,0,1,0,1,0,1,1,0,1,0,3,2,818,1,0,0
"819",819,"1170972",1,1,0,0,0,1,0,1,0,1,1,1,1,0,3,2,819,1,0,0
"820",820,"0825344",1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,2,820,1,0,0
