"","id_hogar","H18A_ESTU","H18B_REFR","H18C_LAVA","H18D_MCOS","H18E_ABAN","H18F_AIRE","H18G_RADI","H18H_TRES","H18I_TCEL","H18J_TV","H18K_COMP","H18L_INTER","H18M_AUTO","nse","se_nse"
"1885",1885,1,1,1,0,0,0,0,0,1,1,1,1,1,0.200161096139637,0.385615898306893
"1886",1886,1,1,0,0,1,1,1,0,1,1,1,0,1,0.0943912012498977,0.38407631189803
"1887",1887,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1888",1888,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1889",1889,1,1,1,0,0,1,0,1,1,1,1,1,0,0.493626602289582,0.397047297672753
"1890",1890,1,1,1,0,1,0,1,0,0,1,0,1,0,-0.471521199152654,0.340949675214449
"1891",1891,1,1,1,1,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1892",1892,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1893",1893,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1894",1894,1,1,1,0,1,0,0,0,1,0,0,1,0,-0.56117686096425,0.324334164164691
"1895",1895,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1896",1896,1,1,1,0,0,1,0,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"1897",1897,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1898",1898,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"1899",1899,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1900",1900,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1901",1901,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1902",1902,1,1,1,0,1,1,1,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"1903",1903,1,1,1,0,1,1,1,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"1904",1904,1,1,1,0,0,1,1,0,1,1,0,1,1,0.210937587314318,0.385803751495783
"1905",1905,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1906",1906,1,1,1,1,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1907",1907,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1908",1908,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1909",1909,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1910",1910,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1911",1911,1,1,1,0,1,1,0,0,0,1,1,1,1,0.546031928490603,0.401030520082191
"1912",1912,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1913",1913,1,1,1,0,1,1,1,0,1,1,0,0,0,-0.154337983286555,0.376931749958893
"1914",1914,1,1,1,1,1,1,0,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"1915",1915,1,1,1,0,1,0,1,0,1,0,0,0,0,-0.756177792735821,0.285727417406031
"1916",1916,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1917",1917,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"1918",1918,1,0,0,0,1,0,0,0,1,0,0,1,0,-1.16659676695772,0.261764769572313
"1919",1919,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"1920",1920,1,0,1,1,0,0,0,0,0,1,0,0,0,-1.18234737867266,0.263339550243234
"1921",1921,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1922",1922,1,1,1,1,1,0,1,0,1,1,1,0,0,-0.164615354381819,0.376347082241004
"1923",1923,1,1,1,0,0,0,1,0,1,1,0,1,0,-0.447732483616263,0.344969966419007
"1924",1924,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1925",1925,1,1,1,0,1,0,1,0,0,1,0,0,0,-0.687009380363893,0.299069541076911
"1926",1926,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1927",1927,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1928",1928,1,0,0,0,0,0,1,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"1929",1929,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1930",1930,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1931",1931,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1932",1932,1,0,0,0,0,0,0,0,1,0,0,1,0,-1.30274163207376,0.280042024080097
"1933",1933,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1934",1934,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1935",1935,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1936",1936,1,1,1,0,1,0,1,0,0,1,0,0,0,-0.687009380363893,0.299069541076911
"1937",1937,1,1,1,0,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1938",1938,1,1,1,0,1,1,0,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"1939",1939,1,1,0,0,1,0,0,0,1,0,0,0,0,-0.969110973974746,0.258012413327788
"1940",1940,1,1,1,0,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"1941",1941,1,1,0,0,1,0,1,0,1,1,1,1,0,-0.279568042136239,0.367338735878784
"1942",1942,1,1,1,0,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1943",1943,1,1,1,1,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1944",1944,1,1,1,0,1,1,1,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"1945",1945,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"1946",1946,1,0,1,1,0,0,0,0,1,1,0,1,0,-0.903578641287875,0.263543796594611
"1947",1947,1,1,1,0,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"1948",1948,1,1,1,0,1,0,0,1,1,1,0,1,1,0.381654124123833,0.390774417170839
"1949",1949,1,1,0,0,1,0,1,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"1950",1950,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1951",1951,1,1,0,0,1,0,0,0,1,1,1,1,1,0.0422625443193114,0.383289771677748
"1952",1952,1,1,1,1,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1953",1953,1,0,0,0,0,0,1,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"1954",1954,1,1,1,0,1,1,1,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"1955",1955,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1956",1956,1,1,1,0,0,0,1,0,1,0,0,0,0,-0.896430495460766,0.26433333496769
"1957",1957,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1958",1958,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1959",1959,1,1,1,0,1,0,0,0,1,0,0,0,0,-0.756177792735821,0.285727417406031
"1960",1960,1,1,1,0,1,1,0,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"1961",1961,1,0,0,1,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"1962",1962,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"1963",1963,1,1,1,0,0,1,1,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"1964",1964,1,1,1,1,1,1,1,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"1965",1965,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1966",1966,1,1,1,0,1,1,0,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"1967",1967,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1968",1968,1,1,1,1,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1969",1969,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1970",1970,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1971",1971,0,0,0,0,0,0,1,0,1,0,0,0,0,-1.8906348664113,0.366413544773042
"1972",1972,1,1,1,1,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"1973",1973,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1974",1974,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1975",1975,1,0,0,0,1,0,0,0,1,1,0,0,0,-1.11446416849635,0.257803547850098
"1976",1976,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"1977",1977,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"1978",1978,1,1,1,0,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"1979",1979,1,1,1,1,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1980",1980,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"1981",1981,0,0,0,0,0,0,1,0,1,0,0,0,0,-1.8906348664113,0.366413544773042
"1982",1982,1,1,1,0,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"1983",1983,1,1,0,0,1,0,0,0,1,1,0,1,1,-0.297034753082713,0.365536217680173
"1984",1984,1,1,1,0,0,1,0,1,1,1,1,1,1,0.886301063690333,0.445687109784466
"1985",1985,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"1986",1986,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"1987",1987,1,1,1,0,1,1,0,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"1988",1988,1,1,1,0,1,1,0,0,0,1,0,0,0,-0.429506615431206,0.34791878102172
"1989",1989,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1990",1990,1,1,1,0,1,1,1,0,1,1,0,0,1,0.175485225728382,0.385218394984345
"1991",1991,1,1,1,0,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1992",1992,1,0,0,1,0,0,1,0,1,0,0,1,0,-1.30274163207376,0.280042024080097
"1993",1993,1,1,1,0,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1994",1994,1,0,0,0,0,0,0,0,0,1,0,0,1,-1.23038259489857,0.269107188419449
"1995",1995,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"1996",1996,1,1,1,1,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1997",1997,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"1998",1998,1,1,1,0,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"1999",1999,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2000",2000,1,1,1,0,1,1,1,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"2001",2001,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2002",2002,1,0,1,0,0,0,0,0,1,1,0,0,0,-1.04419909267816,0.255775189029732
"2003",2003,1,1,1,1,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"2004",2004,1,1,0,0,1,0,0,0,1,1,0,0,0,-0.760749723001706,0.284889649888758
"2005",2005,1,1,1,1,0,0,1,1,1,1,1,1,1,0.461872123636172,0.394971808620704
"2006",2006,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2007",2007,1,1,1,1,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2008",2008,1,1,1,0,1,1,1,0,1,1,0,0,0,-0.154337983286555,0.376931749958893
"2009",2009,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2010",2010,1,1,1,0,1,0,1,0,1,0,0,1,0,-0.56117686096425,0.324334164164691
"2011",2011,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2012",2012,1,1,0,0,1,0,0,0,1,0,1,1,0,-0.61687332193898,0.313228254015402
"2013",2013,1,0,0,0,1,0,0,0,1,0,0,0,0,-1.32166167304975,0.283233161664064
"2014",2014,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.33273729519207,0.285147918932829
"2015",2015,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"2016",2016,1,0,0,1,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"2017",2017,1,1,1,1,1,1,1,1,1,1,0,1,0,0.412702984389735,0.392229961660112
"2018",2018,1,0,0,0,1,0,1,0,1,1,0,1,1,-0.817510305910323,0.275156273582812
"2019",2019,1,1,0,0,1,0,0,0,1,1,0,1,1,-0.297034753082713,0.365536217680173
"2020",2020,1,0,1,0,1,0,1,0,1,1,0,1,0,-0.764510557700709,0.284205750749847
"2021",2021,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2022",2022,1,1,1,0,1,0,0,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"2023",2023,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2024",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"2025",2025,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2026",2026,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2027",2027,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"2028",2028,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"2029",2029,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2030",2030,1,1,1,1,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"2031",2031,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"2032",2032,1,1,1,1,1,1,1,1,1,0,1,1,0,0.337644100903764,0.389043943048799
"2033",2033,1,1,1,1,0,0,1,0,1,1,1,1,0,-0.1306554928295,0.378158354221013
"2034",2034,1,1,1,0,1,0,0,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"2035",2035,1,1,1,0,1,1,0,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2036",2036,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"2037",2037,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"2038",2038,1,1,1,1,1,1,1,1,1,1,1,0,1,0.839787779584027,0.437591724402912
"2039",2039,1,1,1,0,0,0,1,0,1,1,0,0,0,-0.668699435193742,0.30274221019751
"2040",2040,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"2041",2041,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2042",2042,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"2043",2043,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.914352290052144,0.262420103692369
"2044",2044,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"2045",2045,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"2046",2046,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"2047",2047,1,0,0,0,1,0,1,0,1,1,0,0,0,-1.11446416849635,0.257803547850098
"2048",2048,1,1,1,1,0,0,1,0,1,1,1,1,1,0.200161096139637,0.385615898306893
"2049",2049,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2050",2050,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2051",2051,1,1,0,0,1,1,0,0,1,1,0,1,1,0.0529089390608426,0.383463456290864
"2052",2052,1,1,1,1,0,0,1,0,1,1,1,1,1,0.200161096139637,0.385615898306893
"2053",2053,1,0,0,0,1,0,1,0,1,0,0,0,0,-1.32166167304975,0.283233161664064
"2054",2054,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2055",2055,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"2056",2056,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2057",2057,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2058",2058,1,1,1,1,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"2059",2059,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2060",2060,1,1,1,0,1,1,0,0,1,1,0,1,1,0.495401488493232,0.397170670532923
"2061",2061,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2062",2062,1,1,1,0,1,0,0,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"2063",2063,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2064",2064,1,1,0,1,1,0,0,0,0,1,0,1,0,-0.757796579932231,0.285430003725962
"2065",2065,1,1,1,1,1,1,0,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"2066",2066,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2067",2067,1,1,0,0,1,0,0,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"2068",2068,1,1,1,0,1,1,0,0,1,1,0,1,0,0.153011904568361,0.38488664112875
"2069",2069,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2070",2070,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"2071",2071,1,1,1,0,0,1,1,0,1,1,0,1,0,-0.120282860043895,0.378645228377476
"2072",2072,1,1,1,0,1,0,1,0,0,1,0,1,1,-0.177869930447388,0.375543879214449
"2073",2073,1,1,0,0,0,0,0,0,0,1,0,0,0,-1.03878452198896,0.255783901154914
"2074",2074,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"2075",2075,1,1,1,0,1,1,0,0,0,1,1,1,0,0.200201557164947,0.385616585767251
"2076",2076,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2077",2077,1,1,1,0,1,1,0,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"2078",2078,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2079",2079,1,1,0,0,0,1,0,0,1,1,0,1,0,-0.502796307548506,0.335392506399322
"2080",2080,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2081",2081,1,1,0,0,1,0,0,0,1,1,1,1,0,-0.279568042136239,0.367338735878784
"2082",2082,1,1,1,0,1,0,1,1,0,1,0,1,1,0.0723530656666295,0.383760984300013
"2083",2083,1,1,1,0,1,0,1,0,1,1,1,1,1,0.483997796883287,0.396391727632507
"2084",2084,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"2085",2085,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"2086",2086,1,1,1,1,1,0,0,1,1,1,0,1,0,0.0447123573989088,0.383330517926325
"2087",2087,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"2088",2088,1,1,1,1,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"2089",2089,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"2090",2090,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"2091",2091,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2092",2092,1,1,1,0,0,0,1,0,1,1,0,0,0,-0.668699435193742,0.30274221019751
"2093",2093,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"2094",2094,1,1,0,0,1,0,0,0,1,1,1,1,0,-0.279568042136239,0.367338735878784
"2095",2095,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"2096",2096,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2097",2097,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2098",2098,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2099",2099,1,1,0,0,0,0,0,0,1,0,0,0,0,-1.09189033907232,0.256723607360032
"2100",2100,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"2101",2101,1,1,1,1,0,0,0,0,1,1,0,1,0,-0.447732483616263,0.344969966419007
"2102",2102,1,0,1,0,1,0,1,0,0,0,0,0,0,-1.25487201191652,0.272544179648345
"2103",2103,1,0,1,0,1,0,1,0,1,0,0,0,0,-1.11073434661222,0.257597794251556
"2104",2104,1,1,0,0,1,0,1,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"2105",2105,1,1,1,0,1,1,1,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"2106",2106,1,0,1,1,1,0,1,0,1,1,1,1,0,-0.542128271346959,0.328025965880173
"2107",2107,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2108",2108,1,1,1,0,1,0,1,0,1,1,1,0,1,0.164740774155072,0.385056875579537
"2109",2109,1,1,1,0,1,0,0,0,0,1,0,0,0,-0.687009380363893,0.299069541076911
"2110",2110,1,1,1,0,1,1,0,0,1,0,0,0,1,-0.241440259924545,0.370860712898575
"2111",2111,1,1,1,0,1,0,0,1,1,1,0,1,1,0.381654124123833,0.390774417170839
"2112",2112,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2113",2113,1,1,1,0,0,1,1,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"2114",2114,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2115",2115,1,1,0,0,0,0,1,0,1,1,0,0,0,-0.900348303431157,0.263896308300431
"2116",2116,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2117",2117,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.900348303431157,0.263896308300431
"2118",2118,1,0,0,1,1,0,1,1,1,1,0,1,1,-0.674722199617934,0.301530414898513
"2119",2119,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2120",2120,1,1,1,0,1,0,0,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"2121",2121,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20360265307566,0.420269375739473
"2122",2122,1,1,1,0,1,0,1,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"2123",2123,1,1,1,0,0,1,1,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"2124",2124,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2125",2125,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2126",2126,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2127",2127,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2128",2128,0,1,0,0,1,0,0,0,1,0,1,0,0,-1.0398965025467,0.255780164543214
"2129",2129,0,0,0,0,0,0,1,0,1,1,0,0,0,-1.5463290155707,0.323177708044699
"2130",2130,1,1,1,0,1,0,1,0,1,0,0,1,0,-0.56117686096425,0.324334164164691
"2131",2131,1,1,1,1,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"2132",2132,1,1,1,1,0,1,0,0,1,1,1,1,1,0.578784486679642,0.40388896366335
"2133",2133,1,1,1,0,1,0,1,0,1,0,0,0,0,-0.756177792735821,0.285727417406031
"2134",2134,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2135",2135,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.48726877012134,0.313103473746974
"2136",2136,1,1,0,1,1,0,0,0,1,1,1,1,1,0.0422625443193114,0.383289771677748
"2137",2137,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2138",2138,1,1,1,1,1,1,0,0,1,0,1,1,1,0.418786121470954,0.392539420469298
"2139",2139,1,1,1,0,1,1,0,1,1,1,0,1,1,0.786912313062124,0.429156166863074
"2140",2140,1,1,1,0,1,0,1,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2141",2141,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.63040595779535,0.335947254398697
"2142",2142,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"2143",2143,1,1,1,0,1,0,0,0,1,1,0,0,0,-0.475733777914441,0.340218485421645
"2144",2144,1,1,1,0,1,1,1,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2145",2145,1,1,1,0,1,0,1,1,0,1,0,0,0,-0.514689807979013,0.333205755408197
"2146",2146,1,1,1,0,1,0,0,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"2147",2147,1,1,1,0,1,0,0,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"2148",2148,1,1,1,0,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"2149",2149,1,1,1,0,0,0,1,0,1,1,1,1,0,-0.1306554928295,0.378158354221013
"2150",2150,1,1,1,0,1,0,1,1,1,1,1,1,1,0.773633666125359,0.42716685784914
"2151",2151,1,1,1,1,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2152",2152,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2153",2153,1,1,0,0,1,0,0,0,1,0,0,1,0,-0.82120956589376,0.274571407628465
"2154",2154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.00000000001338
"2155",2155,1,1,1,0,1,1,0,0,1,1,1,1,0,0.515995780844163,0.398660600065657
"2156",2156,1,1,1,0,1,0,0,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
"2157",2157,1,1,1,0,1,1,0,0,1,1,1,1,1,0.914702356886305,0.450936750610379
"2158",2158,1,1,1,0,1,0,0,0,1,1,0,0,1,-0.182988790436365,0.375218447062372
"2159",2159,1,1,1,0,1,1,1,1,1,1,1,1,1,1.34010385023213,0.553965665930291
"2160",2160,1,1,1,0,1,0,1,0,1,1,1,1,0,0.14228569790756,0.384735241512311
"2161",2161,1,1,0,0,1,0,0,0,1,1,0,1,0,-0.56706415194156,0.323179647840837
"2162",2162,1,1,1,0,1,0,1,0,1,1,0,1,1,0.123045429190359,0.38446997596849
"2163",2163,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.71357479197151,0.346669676424292
"2164",2164,1,1,1,0,1,0,1,0,1,1,0,1,0,-0.204257077809573,0.373772146576055
